Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,mindeflection,maxmoment,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_28_65_P04,7020007.951113486,22.5,-1779123.7604947032,0.5384792892581054,-43228.57035917307,7020007.951113486,14714.64241506904,-2808.3454252192146,41812.4390381031,19417.41640649483,4,37763.46118332363,65,28,0.582280879292486,1576663.9937103842,-6614.186133454752,33.75,580.2411008727337,10608000.0,185579.187684818,4,0.6617654554217087,48778.777285795644,33.46439329666466,43.0,-0.414009130872026,4231975.685519991,27.76038727895432,"[0.75, 12, 0.75, 12, 0.5, 31.5]",530.0589745815431,5983.453125,8.667,0.4785935763654781,0.6617654554217087,2.0,10608000.0
TX_28_65_P05,7172721.273380396,24.4770205479452,-1529616.4839671683,0.5384792892581054,-34295.43894989373,7172721.273380396,18225.326325696842,-2715.611902964198,-62213.46557846034,24244.424854307494,4,37502.61367238597,65,28,0.5949478232886318,1322541.2612072544,-5974.729641217913,36.5,688.0719918681596,10608000.0,236480.61245370648,4,0.676161507671606,39663.71711986005,35.23530261489401,45.62,-0.3552280985211572,4405743.454355081,28.91368521094521,"[0.75, 12, 0.875, 12, 0.5, 34]",630.3356418502366,7528.912680151256,8.667,0.48886359983251715,0.676161507671606,1.9949999999999974,10608000.0
TX_28_65_P06,7317014.616062812,26.461783439490446,-1674059.3125567378,0.5384792892581054,-35788.35746171527,7317014.616062812,22183.981205827455,-2700.2291868450716,-23260.4723975363,29759.381013460945,4,37744.20286310003,65,28,0.6069163644980249,1455108.4088887451,-6301.473589550344,39.25,804.9471385912362,10608000.0,295778.70710877556,4,0.6897638212728895,41172.28885265186,36.97060289641353,48.25,-0.2876215755231497,4358982.395994799,30.034408036953685,"[0.75, 12, 1, 12, 0.5, 36.5]",738.6188926558087,9284.447883492569,8.667,0.49856737677540797,0.6897638212728895,2.0,10608000.0
TX_28_65_R01,7001421.275660585,19.0,-1638322.7599876074,0.5384792892581054,-52464.2977505744,7001421.275660585,12862.076245708777,-2920.75596846563,21260.54929187296,18114.246281993168,4,38109.876911558895,65,28,0.5807391907643237,1418621.8377570082,-6528.786477959962,47.7,700.6899957299314,10608000.0,180111.49085160412,4,0.660013317841307,60585.36014355235,25.852012148572168,35.0,-0.429386102916768,4274685.501251739,20.596319451342026,"[24, 162]",624.4842082632731,5170.0,8.667,0.4773436160460902,0.660013317841307,3.0,10608000.0
TX_28_65_R02,7009797.404571762,19.880000000000003,-1711936.7898771076,0.5384792892581054,-50618.82849614308,7009797.404571762,13387.618870119308,-2774.10729111254,35758.022589586486,18336.107590497122,4,38136.12189022492,65,28,0.5814339563175014,1487805.3982107912,-6577.151037688494,43.1,656.9071798777802,10608000.0,182557.31249949924,4,0.6608029227537483,58241.67725276165,27.912783041751222,37.38,-0.42680420333641567,4261218.555262334,22.574080356225053,"[27, 146]",593.0526807231606,5660.0,8.667,0.4779069135973698,0.6608029227537483,2.3800000000000026,10608000.0
TX_28_65_R03,7220462.556076712,21.439999999999998,-1625777.5678269442,0.5384792892581054,-44248.148951949945,7220462.556076712,17811.06484770105,-2726.3647684258153,-36728.982273358655,24603.590290508553,4,38172.30221185983,65,28,0.598907766961139,1387690.7134817375,-6387.594087480177,51.0,827.5641275321838,10608000.0,254792.82603902783,4,0.6806620056633401,51836.13762684051,29.730131444770393,40.44,-0.32137555613119595,4349493.160263753,23.867101301347493,"[30, 173]",746.2600766979386,8230.0,8.667,0.4920742175203489,0.6806620056633401,2.4399999999999977,10608000.0
TX_28_65_R04,7101038.70588956,22.590000000000003,-1773363.1568712152,0.5384792892581054,-43084.20538128584,7101038.70588956,15944.339019735227,-2715.8006891798736,967481.8636477357,21368.3492041023,4,38328.68413776735,65,28,0.5890020481956155,1541369.5703328343,-6566.030194282517,38.3,645.138981911994,10608000.0,211203.86657419882,4,0.6694041012339329,49567.56365276524,33.12208656307369,43.09,-0.365056967924936,4270036.541465924,27.229046699465215,"[33, 130]",585.5636150511424,6710.0,8.667,0.48404292250469494,0.6694041012339329,2.0900000000000034,10608000.0
TX_28_65_R05,7181790.636215416,23.549999999999997,-1545754.021488305,0.5384792892581054,-34852.05373781304,7181790.636215416,17811.49219857972,-2540.174039964687,-26821.301388507633,23812.878265386487,4,38247.87860465505,65,28,0.595700089753709,1310717.1778139928,-5969.558251941553,39.7,686.009586616821,10608000.0,239865.37862999836,4,0.6770164626899902,41099.715641467825,34.71216544192036,45.55,-0.3410878113865158,4413371.854907375,28.588081950940918,"[36, 135]",623.0390772331436,7800.0,8.667,0.4894735176036985,0.6770164626899902,1.5499999999999972,10608000.0
TX_28_65_R06,7293265.120927665,24.200000000000003,-1477598.3316938272,0.5384792892581054,-32398.37455055827,7293265.120927665,19816.116937677085,-2254.166066815655,-10136.765306801959,26335.510357765335,4,38298.79549244052,65,28,0.6049464412434719,1236094.3264806615,-5778.967436737933,43.8,739.720367432748,10608000.0,285181.94641946635,4,0.6875249925459714,38725.906801299,35.601980852797915,48.2,-0.30713534014572386,4462050.812649058,29.40911399146812,"[40, 149]",673.8087024119781,9800.0,8.667,0.49697021505600025,0.6875249925459714,0.20000000000000284,10608000.0
TX_28_70_P01,7684608.639087037,19.880000000000003,-1666121.8640589758,0.5384792892581054,-57312.649146093354,7684608.639087037,14615.773190757429,-2428.3295921875138,-32876.81090745738,20536.57349032526,4,37570.56463872967,70,28,0.5785088244275138,1483099.260742546,-6633.549151847414,51.75,813.3184415267309,11688000.0,215633.63944759138,4,0.657478494103956,64381.07664575802,25.250347762648506,35.88,-0.5027999363367104,4589922.455632775,19.856141094775733,"[1.5, 12, 1.875, 12, 0.5, 22.5]",736.0832661791935,6353.12109375,8.667,0.4724520451100391,0.657478494103956,2.0050000000000026,11688000.0
TX_28_70_P02,7685580.431084279,22.338749999999997,-1545266.1820708995,0.5384792892581054,-49830.887874547596,7685580.431084279,15212.707777289374,-2360.0491229222143,-41537.51073787817,21218.76255294063,4,37208.43204298106,70,28,0.5785819823815901,1374904.2488174026,-6377.149953610353,42.5,782.5710870337448,11688000.0,215941.63802804626,4,0.657561638525349,56000.752670387184,27.114166245737707,37.62,-0.4992680126099353,4677728.197823152,21.179071553200135,"[0.75, 14, 1.375, 14, 0.5, 25.5]",718.2896445236642,5635.414225260416,8.667,0.4725109195354302,0.657561638525349,1.9949999999999974,11688000.0
TX_28_70_P03,7817149.297085647,22.451171875,-1762149.3459139676,0.5384792892581054,-49711.829781999,7817149.297085647,18490.931059692542,-2578.107711078838,-22738.599819438197,25388.254488561386,4,37590.952013086484,70,28,0.5884866832683167,1564247.4087776681,-6643.163261710368,48.0,856.7424498898808,11688000.0,261489.3248447127,4,0.6688183861298466,55998.46197854195,29.633473270554763,40.75,-0.4119110284826696,4642903.860066375,23.577711976411255,"[1, 15, 1.25, 15, 0.5, 28.5]",784.2546841776729,8311.151184082031,8.667,0.48048180364146886,0.6688183861298466,2.0,11688000.0
TX_28_70_P04,7761447.961731227,24.468235294117648,-1883311.3596268322,0.5384792892581054,-46911.29259115547,7761447.961731227,18014.47607703064,-2579.9473548602273,-40543.53388153329,24358.467083170544,4,37728.123488345824,70,28,0.5842934034868292,1687975.1137445222,-6739.054164987023,38.25,743.2207489021736,11688000.0,241245.41760819766,4,0.6640527003534589,52338.80696543182,32.774202172303355,43.38,-0.42070288400825684,4596548.803233038,26.392502452872105,"[0.75, 12, 1.125, 12, 0.5, 31.5]",682.5603638456896,7089.206112132352,8.667,0.4771072295332064,0.6640527003534589,2.0050000000000026,11688000.0
TX_28_70_P05,7747727.400150239,24.4770205479452,-1734179.1019582509,0.5384792892581054,-39848.43901433391,7747727.400150239,18225.326325696842,-2715.611902964198,-62213.46557846034,24244.424854307494,4,37569.73265637099,70,28,0.5832604991030809,1536674.239791484,-6349.56394380442,36.5,688.0719918681596,11688000.0,236480.61245370648,4,0.6628787987808212,44968.68020591818,35.23530261489401,45.62,-0.432355029465464,4694246.362608047,28.91368521094521,"[0.75, 12, 0.875, 12, 0.5, 34]",630.3356418502366,7528.912680151256,8.667,0.4762759917977478,0.6628787987808212,1.9949999999999974,11688000.0
TX_28_70_P06,7903198.481546005,26.461783439490446,-1874581.769075739,0.5384792892581054,-40962.10809814724,7903198.481546005,22183.981205827455,-2700.2291868450716,-23260.4723975363,29759.381013460945,4,37809.219426510135,70,28,0.5949645944910049,1665462.8840809753,-6641.592297139334,39.25,804.9471385912362,11688000.0,295778.70710877556,4,0.6761805682363112,46104.32970288312,36.97060289641353,48.25,-0.3508549946236935,4654947.657709895,30.034408036953685,"[0.75, 12, 1, 12, 0.5, 36.5]",738.6188926558087,9284.447883492569,8.667,0.48569495244785543,0.6761805682363112,2.0,11688000.0
TX_28_70_R01,7770842.048032381,19.71,-1614468.5198547423,0.5384792892581054,-55282.74616530919,7770842.048032381,16128.941842443599,-2946.029044457068,185742.7237395128,23461.274622518707,4,38183.94736005561,70,28,0.5850006043447894,1402484.3943518412,-6650.088042745821,60.7,908.4253259071284,11688000.0,244557.39506526483,4,0.6648564380588964,63631.46835599584,25.826310598607463,35.71,-0.4255681683845358,4648016.912434038,20.22519252218844,"[24, 207]",797.4679017146082,6820.0,8.667,0.47767635485490556,0.6648564380588964,3.710000000000001,11688000.0
TX_28_70_R02,7730688.176489027,20.310000000000002,-1731583.8749931708,0.5384792892581054,-54526.480580369294,7730688.176489027,15904.377099072819,-2771.514267857238,-189961.42798819562,22327.560006878834,4,38205.40077804079,70,28,0.5819777608775756,1515532.0197776656,-6726.85749228743,52.5,806.5597442363351,11688000.0,230681.30710574778,4,0.661420959658541,62294.92471993674,27.682462664956034,37.81,-0.44554368112722786,4614629.129837332,22.061484675173947,"[27, 178]",720.9114587365103,7020.0,8.667,0.47524369835942804,0.661420959658541,2.8100000000000023,11688000.0
TX_28_70_R03,7799166.979482417,21.439999999999998,-1805603.4663805794,0.5384792892581054,-50262.06270344159,7799166.979482417,17811.06484770105,-2726.3647684258153,-36728.982273358655,24603.590290508553,4,38232.623277074104,70,28,0.5871329475212269,1576295.6004855498,-6707.42303393504,51.0,827.5641275321838,11688000.0,254792.82603902783,4,0.6672798579297071,57570.446798397694,29.730131444770393,40.44,-0.3947467343881163,4647787.56053063,23.867101301347493,"[30, 173]",746.2600766979386,8230.0,8.667,0.4793923744023977,0.6672798579297071,2.4399999999999977,11688000.0
TX_28_70_R04,7740172.851030378,22.799999999999997,-1920167.2654509917,0.5384792892581054,-47382.40431438804,7740172.851030378,17280.152631032448,-2748.791716466321,-105113.28363430558,23366.546252016677,4,38393.70927692169,70,28,0.5826917813536588,1693354.8168171633,-6789.905478870567,41.6,706.413847798518,11688000.0,233893.42219249217,4,0.6622324478978763,53727.352845375106,33.07770130050061,43.3,-0.41161996800903866,4595892.9209728725,27.013546018231324,"[33, 141]",639.6847203758496,7450.0,8.667,0.4758183118211859,0.6622324478978763,2.299999999999997,11688000.0
TX_28_70_R05,7757499.324629349,23.549999999999997,-1750868.5529664983,0.5384792892581054,-40599.870039429254,7757499.324629349,17811.49219857972,-2540.174039964687,-26821.301388507633,23812.878265386487,4,38309.66976437575,70,28,0.5839961441838272,1526874.1048495232,-6367.748367408833,39.7,686.009586616821,11688000.0,239865.37862999836,4,0.6637148635035377,46554.09892897088,34.71216544192036,45.55,-0.41752543704054723,4701887.617787609,28.588081950940918,"[36, 135]",623.0390772331436,7800.0,8.667,0.47686800782618377,0.6637148635035377,1.5499999999999972,11688000.0
TX_28_70_R06,7877609.222730432,24.200000000000003,-1684359.7651802374,0.5384792892581054,-38107.982085784686,7877609.222730432,19816.116937677085,-2254.166066815655,-10136.765306801959,26335.510357765335,4,38360.64467482076,70,28,0.5930381968394612,1453929.1600058232,-6206.816716557084,43.8,739.720367432748,11688000.0,285181.94641946635,4,0.6739912065991129,44145.49546091436,35.601980852797915,48.2,-0.37592364786917887,4753719.550451877,29.40911399146812,"[40, 149]",673.8087024119781,9800.0,8.667,0.48414466914316956,0.6739912065991129,0.20000000000000284,11688000.0
TX_28_75_P01,8422758.725536678,21.821917808219176,-1835503.6797893678,0.5384792892581054,-58124.932768049985,8422758.725536678,18330.77180374217,-2447.205665205752,-16609.210171060186,25795.76404162516,4,37578.12294121453,75,28,0.5804434602592693,1650444.1927859536,-6797.499748810065,54.75,957.2813208856153,12768000.0,275666.8090081309,4,0.6596772184787498,64638.82906986143,26.946900016559994,38.5,-0.4975142497046167,4949833.901976813,21.009509084435294,"[1.25, 14, 1.75, 14, 0.5, 25.5]",872.4988161347547,8196.466823630137,8.667,0.47114930936613203,0.6596772184787498,2.0,12768000.0
TX_28_75_P02,8439792.290712193,22.996071428571433,-1899439.5759832214,0.5384792892581054,-54747.15679019621,8439792.290712193,19519.951603820173,-2535.0842127096603,-18308.147886967163,27029.24156748642,4,37615.040990416775,75,28,0.5816173062440833,1709943.8764560309,-6840.149235745612,49.875,919.4041883160471,12768000.0,282021.7932941085,4,0.6610113009643008,60811.5106048412,29.39864959392056,40.88,-0.47226768072989744,4958396.414254502,23.17507764398643,"[1, 15, 1.375, 15, 0.5, 28.5]",842.2820369227671,8683.330008370536,8.667,0.4720874459571195,0.6610113009643008,2.0050000000000026,12768000.0
TX_28_75_P03,8392976.867615437,23.934210526315788,-2008390.2794780463,0.5384792892581054,-51233.357735377365,8392976.867615437,19431.725219764612,-2638.7092788619457,-26328.3667784301,26315.20126719363,4,37797.36609432155,75,28,0.5783910822643561,1817859.1842008317,-6916.6446872415045,42.75,803.5053274505601,12768000.0,264864.5751438445,4,0.6573446794811589,56601.622775933756,32.75050005043409,43.75,-0.47576412329907497,4946300.838634887,26.385897643053212,"[1, 12, 1.25, 12, 0.5, 31.5]",736.4435912939475,8436.189967105263,8.667,0.4695090508309622,0.6573446794811589,2.0,12768000.0
TX_28_75_P04,8492116.548336819,25.7825,-1733263.3644967808,0.5384792892581054,-42945.91731509378,8492116.548336819,22035.040191190623,-2634.5644462383148,-19760.077272322804,29912.320913667856,4,37546.31507442169,75,28,0.5852231643887613,1549692.5916925692,-6451.322194679659,42.5,864.2375803931319,12768000.0,302376.42478731816,4,0.6651093787857784,48030.344734974686,34.6112244969272,46.12,-0.43825343425653074,5082019.046330616,27.761173401393652,"[0.875, 12, 1.25, 12, 0.5, 34]",793.7359085147472,9337.145963541667,8.667,0.47496924434566135,0.6651093787857784,1.9949999999999974,12768000.0
TX_28_75_P05,8475512.884500684,26.461783439490446,-2066172.593990573,0.5384792892581054,-45929.85939669509,8475512.884500684,22183.981205827455,-2700.2291868450716,-23260.4723975363,29759.381013460945,4,37863.82866919397,75,28,0.5840789444954848,1867440.1563309391,-6913.096084172223,39.25,804.9471385912362,12768000.0,295778.70710877556,4,0.6638089665179108,50816.71937730568,36.97060289641353,48.25,-0.4227222536677533,4949537.833789042,30.034408036953685,"[0.75, 12, 1, 12, 0.5, 36.5]",738.6188926558087,9284.447883492569,8.667,0.4740547848987615,0.6638089665179108,2.0,12768000.0
TX_28_75_R01,8479141.1542401,20.93,-1818060.3387868777,0.5384792892581054,-57079.23676627658,8479141.1542401,19289.931561885704,-2889.7619695815665,-35168.108402254176,27731.642374941886,4,38255.101151245195,75,28,0.5843289819844983,1597675.3655126744,-6849.8032620193135,64.0,1004.3528150130999,12768000.0,297209.28847319796,4,0.6640931355137922,64947.24774600017,27.611454819868435,38.43,-0.4425703630144225,4987323.24933053,21.724733398481654,"[27, 217]",887.9248922444259,8910.0,8.667,0.474254614621397,0.6640931355137922,3.4299999999999997,12768000.0
TX_28_75_R02,8452585.560858237,21.68,-1899697.258624836,0.5384792892581054,-54895.47357390762,8452585.560858237,19519.27811361529,-2773.275451366905,-26196.477177746194,27264.204920026576,4,38281.75294780033,75,28,0.5824989378132135,1678001.074887891,-6902.881890846673,56.3,919.2482171823374,12768000.0,286881.1559539608,4,0.6620132801424057,62144.09876451241,29.6592415524028,40.68,-0.4412062006838927,4973813.911792367,23.661651860440138,"[30, 191]",824.9330278690106,9200.0,8.667,0.4727920450659217,0.6620132801424057,2.6799999999999997,12768000.0
TX_28_75_R03,8464001.955878584,23.32,-2001520.9749786274,0.5384792892581054,-50640.70137744327,8464001.955878584,20615.12334571023,-2853.928757060268,-35012.75427855047,28448.5065305066,4,38449.95211154506,75,28,0.5832856838242569,1775444.8444476589,-6916.419027793716,49.5,862.4031037526719,12768000.0,291281.0166962944,4,0.6629074213564053,57086.62590800193,32.987481615865484,43.82,-0.4259231083028707,4979704.675516044,26.576580951885724,"[33, 169]",775.6875642894727,9290.0,8.667,0.47342081172724,0.6629074213564053,2.8200000000000003,12768000.0
TX_28_75_R04,8477274.49341655,24.009999999999998,-2040314.1631563548,0.5384792892581054,-48833.8123039316,8477274.49341655,21083.6177897733,-2669.3792364966353,-19875.39839895489,28670.94385200522,4,38475.50944404499,75,28,0.5842003434822145,1812531.9347234792,-6932.820904927789,47.0,829.6599090397546,12768000.0,296472.51159255824,4,0.6639469371410205,54968.86834853903,34.55746570325288,46.01,-0.4159295271955206,4975836.58238418,28.101677610467966,"[36, 160]",750.2618911946945,9760.0,8.667,0.47415180685311775,0.6639469371410205,2.009999999999998,12768000.0
TX_28_75_R05,8448134.371403676,24.200000000000003,-1884307.1446202544,0.5384792892581054,-43651.931696290354,8448134.371403676,19816.116937677085,-2254.166066815655,-10136.765306801959,26335.510357765335,4,38412.89046597047,75,28,0.5821921898825811,1665439.8739842135,-6559.642014907861,43.8,739.720367432748,12768000.0,285181.94641946635,4,0.6616646594144483,49386.555308376315,35.601980852797915,48.2,-0.4539873584936045,5042652.154300458,29.40911399146812,"[40, 149]",673.8087024119781,9800.0,8.667,0.47254689241245706,0.6616646594144483,0.20000000000000284,12768000.0
TX_28_80_P01,8991910.461637883,21.95871298405467,-2042323.3668793538,0.5384792892581054,-64799.98795150311,8991910.461637883,18625.09744171936,-2454.9102391803317,-16252.95618067508,26196.28134175997,4,38123.46946620424,80,28,0.5713383220835201,1855873.0138929894,-7117.645863813489,54.875,965.2912675834166,13848000.0,280079.42955492414,5,0.6493291783389574,71306.84242767896,27.138214362325815,38.75,-0.5614287690367016,5248854.032901114,21.163124869307612,"[1.25, 14, 1.75, 14, 0.5, 25.75]",880.073125152274,8356.830938271165,8.667,0.46126315676210156,0.6493291783389574,2.0,13848000.0
TX_28_80_P02,8997408.981184157,22.996071428571433,-2056248.2218899797,0.5384792892581054,-60698.887035863416,8997408.981184157,19519.951603820173,-2535.0842127096603,-18308.147886967163,27029.24156748642,4,37546.69715324938,80,28,0.5716876933261403,1895830.6000211718,-7117.108848095535,49.875,919.4041883160471,13848000.0,282021.7932941085,5,0.6497262406978739,65832.582287074,29.39864959392056,40.88,-0.5621118182194952,5243202.218023512,23.17507764398643,"[1, 15, 1.375, 15, 0.5, 28.5]",842.2820369227671,8683.330008370536,8.667,0.4615405699627176,0.6497262406978739,2.0050000000000026,13848000.0
TX_28_80_P03,9102894.286161933,25.30628272251309,-2100581.2013288904,0.5384792892581054,-56761.93633784535,9102894.286161933,22269.76977441096,-2526.249865828839,-15497.159154090947,30885.077363489123,4,37502.63809325828,80,28,0.578390139642481,1944900.5840655249,-7146.406513909383,47.75,980.2592832644282,13848000.0,321710.72176440473,5,0.6573436081861592,61303.62779841382,31.507049094844195,43.5,-0.49838254382746733,5278242.119708847,24.68465276311674,"[0.75, 16, 1.25, 16, 0.5, 31.5]",902.1706721224758,9412.452906849912,8.667,0.46686255087513867,0.6573436081861592,2.0,13848000.0
TX_28_80_P04,9053066.301303236,25.7825,-1911169.1172274693,0.5384792892581054,-48733.885745636224,9053066.301303236,22035.040191190623,-2634.5644462383148,-19760.077272322804,29912.320913667856,4,37461.48351399701,80,28,0.5752241119797917,1758539.4010281109,-6815.210956178435,42.5,864.2375803931319,13848000.0,302376.42478731816,5,0.6537454001518801,52961.201437759344,34.6112244969272,46.12,-0.5207350877785242,5365548.652589813,27.761173401393652,"[0.875, 12, 1.25, 12, 0.5, 34]",793.7359085147472,9337.145963541667,8.667,0.46434861223336993,0.6537454001518801,1.9949999999999974,13848000.0
TX_28_80_P05,9161829.520587334,27.10642857142857,-1902301.6246884745,0.5384792892581054,-45221.32099841245,9161829.520587334,25060.796588730835,-2696.2432288932578,-16488.963543777543,34008.79117862924,4,37487.4146815263,80,28,0.5821348341756242,1742471.8253644018,-6725.775080095823,43.75,930.1554412349379,13848000.0,346010.35779840936,5,0.6615994743347295,49367.02179627756,36.562481571334835,48.62,-0.46518850843080484,5412343.104147996,29.33029085796993,"[0.875, 12, 1.25, 12, 0.5, 36.5]",854.4339607843015,10866.942462797619,8.667,0.4698359716065583,0.6615994743347295,1.9949999999999974,13848000.0
TX_28_80_R01,9118518.419759957,21.159999999999997,-1951009.5871978817,0.5384792892581054,-62294.43491433054,9118518.419759957,20821.925734234243,-2930.525757315727,-26508.890939061952,30239.657607799592,4,38190.67465056335,80,28,0.5793828837664342,1750393.9313695454,-7122.310909192231,69.4,1097.259276568573,13848000.0,327998.3167445223,5,0.6584718674003436,69428.80239130379,27.559263570199377,38.66,-0.49338751745039167,5306184.236434633,21.594815654749098,"[27, 235]",964.2094689358979,9700.0,8.667,0.4676508250409035,0.6584718674003436,3.6599999999999966,13848000.0
TX_28_80_R02,9011017.184419382,21.68,-2056249.75425269,0.5384792892581054,-60935.02159911716,9011017.184419382,19519.27811361529,-2773.275451366905,-26196.477177746194,27264.204920026576,4,38222.615716197804,80,28,0.5725523469541045,1862609.4541635069,-7195.42141568607,56.3,919.2482171823374,13848000.0,286881.1559539608,5,0.6507089243514863,67266.29651510602,29.6592415524028,40.68,-0.5282391258684622,5264001.16857572,23.661651860440138,"[30, 191]",824.9330278690106,9200.0,8.667,0.46222713571598034,0.6507089243514863,2.6799999999999997,13848000.0
TX_28_80_R03,9169282.477914853,23.18,-2099082.7478845343,0.5384792892581054,-56698.98995173107,9169282.477914853,23461.721724534564,-2848.308627734893,-17887.096667027614,32666.714457638023,4,38233.7121332114,80,28,0.5826083887280444,1898567.074819626,-7181.607659049186,59.2,1024.8790184833213,13848000.0,349198.0968466827,5,0.6621376717153995,62684.16256119607,31.87372740441133,43.68,-0.45446969539974064,5309206.001579149,25.462928533769038,"[33, 201]",921.407044496847,11600.0,8.667,0.4702119907747875,0.6621376717153995,2.6799999999999997,13848000.0
TX_28_80_R04,9098364.558559654,24.17,-2179458.823556849,0.5384792892581054,-53844.7795495045,9098364.558559654,22376.865935841473,-2711.5685671702113,-18152.559369652787,30637.79705737076,4,38419.40142574622,80,28,0.5781023246137591,1978398.4856725126,-7205.103803088176,50.1,887.7380325377177,13848000.0,319908.22803394304,5,0.6570165048064452,59314.89743764524,34.512205103783295,46.17,-0.474158671432058,5287197.852412444,27.94763042809796,"[36, 170]",800.6713124896715,10500.0,8.667,0.46663401549911754,0.6570165048064452,2.1700000000000017,13848000.0
TX_28_80_R05,9129863.308782125,24.590000000000003,-2017947.8431903017,0.5384792892581054,-47471.271755426445,9129863.308782125,22730.768334444445,-2409.5601862179396,-10204.663758887416,30501.31775944024,4,38345.411310143245,80,28,0.5801037283395427,1819187.6288275782,-6794.480118349585,49.2,856.5129404226966,13848000.0,332632.89832288184,5,0.6592911112638739,52655.83155758851,35.61104137479531,48.59,-0.4803852851264799,5385486.191887007,29.166424335669824,"[40, 167]",779.3471038081714,11600.0,8.667,0.46822320128650685,0.6592911112638739,0.5900000000000034,13848000.0
TX_28_85_P01,9713106.05114157,24.41722972972973,-2158724.0405333894,0.5384792892581054,-64393.445411748646,9713106.05114157,22391.70433343866,-2440.9867745023353,-12573.494268664184,31770.00898435795,4,37505.80482854914,85,28,0.5725124565054426,2004335.3065818478,-7187.899642892494,55.5,1106.0727122624096,14928000.0,344086.36164017185,5,0.6506635886348854,69351.06185883982,28.723255381080854,41.25,-0.5837007128075525,5590577.087490161,22.07678178868714,"[1, 15, 1.75, 15, 0.5, 28.5]",1014.2648755496102,9684.291649070947,8.667,0.4597547048126744,0.6506635886348854,2.0,14928000.0
TX_28_85_P02,9751460.18846024,23.585909090909087,-2038050.416214709,0.5384792892581054,-56025.93278181368,9751460.18846024,24639.173749531496,-2774.354744139529,-13748.497285130718,33762.330028057695,4,37313.83605460152,85,28,0.5747731361745253,1883485.473199232,-6958.136505225228,57.75,1066.0905448080891,14928000.0,359755.5991437474,5,0.653232863642835,60620.71804054928,31.669289435575454,44.12,-0.558214062586521,5699593.869124121,25.243953406525026,"[1.25, 16, 1.375, 16, 0.5, 31.5]",976.0425933587245,12595.257102272728,8.667,0.46153887145559347,0.653232863642835,1.9949999999999974,14928000.0
TX_28_85_P03,9730928.694280142,25.819097938144328,-2050779.9235039118,0.5384792892581054,-52222.15858386562,9730928.694280142,24798.97852877401,-2690.249215308942,-15085.74800732086,33899.51137981262,4,37504.8554556991,85,28,0.5735629634340151,1897432.9099141792,-6926.970830796557,48.5,986.0850359215358,14928000.0,351289.56839392777,5,0.6518574955975444,56440.352302003026,34.377878321753634,46.62,-0.5527683703487094,5706547.596316927,27.406902885556217,"[1.125, 12, 1.5, 12, 0.5, 34]",904.8442515496117,11337.53318970146,8.667,0.4605837826540632,0.6518574955975444,1.9949999999999974,14928000.0
TX_28_85_P04,9783359.682885546,27.125989304812837,-2314592.667689573,0.5384792892581054,-53991.27467345492,9783359.682885546,26620.177766039036,-2734.174333614878,-14859.831773930722,36245.04524110467,4,37787.695814961175,85,28,0.5766533645812322,2150886.7447894765,-7268.721218623268,46.75,994.7626927633358,14928000.0,373273.84496619995,5,0.6553697536766845,58099.295374290174,36.43587109245133,48.88,-0.5054073372302139,5628098.396379912,29.138906204238175,"[1, 12, 1.375, 12, 0.5, 36.5]",913.5613251731187,12002.203675077984,8.667,0.46302277952545134,0.6553697536766845,2.0050000000000026,14928000.0
TX_28_85_R01,9777943.122979304,22.299999999999997,-2171874.011003919,0.5384792892581054,-64081.10754678354,9777943.122979304,23753.62633807063,-2937.3310436865595,-18182.65761695475,33944.40285479879,4,38251.25379881995,85,28,0.5763341002798436,1969726.4255869146,-7289.171947565444,69.2,1153.271387382037,14928000.0,370946.7013102849,5,0.6550069080238011,70653.60982235977,29.433144033733182,41.3,-0.526875303167788,5629373.388731987,23.21319398978668,"[30, 235]",1023.2812575693688,11700.0,8.667,0.46277081073721354,0.6550069080238011,3.299999999999997,14928000.0
TX_28_85_R02,9825209.317788769,23.43,-2219406.181787138,0.5384792892581054,-60367.3003405882,9825209.317788769,25599.750265735507,-2923.4442240931317,-15914.574359188302,36010.15827238983,4,38268.14619675765,85,28,0.5791200767900919,2021764.0742033522,-7324.4806454227355,65.2,1138.2190077768385,14928000.0,391701.5786710697,5,0.6581731858111447,66265.35789445632,31.637284236470997,43.93,-0.4885249324718558,5646930.458679197,25.14329102817869,"[33, 221]",1018.1543154810264,12900.0,8.667,0.46496955053459416,0.6581731858111447,2.9299999999999997,14928000.0
TX_28_85_R03,9781202.050103195,24.490000000000002,-2277622.3657258125,0.5384792892581054,-57249.069760280225,9781202.050103195,25098.33023542342,-2793.005500843886,-15512.677248036543,34884.92355612109,4,38458.750032711214,85,28,0.5765261888211862,2078501.3745608977,-7328.420341537163,57.0,1018.5022579759266,14928000.0,372345.28054730163,5,0.6552252177185955,62731.069416955754,34.25119903557998,46.49,-0.4998212601109804,5631413.637293644,27.513862941608906,"[36, 194]",912.2067042598914,12100.0,8.667,0.4629224102639567,0.6552252177185955,2.490000000000002,14928000.0
